,id,content,sentiment
384,388,এই যে ধ্বংশ হয়ে গেল একটা পরিবার,negative
385,389,শুধু মাত্র টাকার জন্য এ জীবন গুলো চলে গেলো,negative
386,390,পৃথিবীর সব অশান্তির কারণ অস্ত্র ব্যবসায়ী পশ্চিমারা,negative
387,391,এত বিদেশি ঋণ কে পরিশোধ করবে ,negative
388,392,ক্ষমতার দম্ভ বেশিদিন থাকেনা,negative
389,393,"আপনি ব্যার্থ,অযোগ্য",negative
390,394,দুর্নীতি ও উন্নয়ন এক সাথে চললে দেশ ও দেশের জনগণ ধ্বংস হয়,negative
391,395,দেশের ১২ টা বাজিয়ে তারপর পদত্যাগ করেছে,negative
392,396,ভাল খবর নাই মনে হয়,negative
393,397,এদেরকে এ লেশন টা শেখানো উচিত,negative
394,398,প্রতি হিংসা ও নিজের সার্থ্য,negative
395,399,ওরা অহংকারী হয়ে উঠেছিল,negative
396,400,অত্যন্ত মর্মাহত হচ্ছি,negative
397,#neutral,,
398,401,গাছ বাঁচলে তবেই ফল পাবেন,neutral
399,402,আমি এইমাত্র বাড়ি পৌঁছালাম ,neutral
400,403,আমি এমনিতেই কল করছি,neutral
401,404,মানুষের মতামতের ভিত্তিতে সত্য কখনো পরিবর্তিত হয়না,neutral
402,405,মানুষের হৃদয় ভরে ওঠে আবার শূন্য হওয়ার জন্য,neutral
403,406,ভাবনার ল্যাম্পপোষ্ট জ্বলছে স্বপ্নের রাজপথে,neutral
404,407,আমার ক্যানন 40D এর জন্য একটি ভাল IR ফিল্টারের জন্য পরামর্শ প্রয়োজন ... কিছু পেয়েছেন?,neutral
405,408,রঙিন এর মাঝে এল ঝলক সাদা কালো.... মন্দ নয়,neutral
406,409,স্মৃতি কখনো মন্দ হতে পারে না,neutral
407,410,যদি মনের অনুভুতি ঠিক থাকে তাহলে সম্পর্কটাও থাকে আজীবন।,neutral
408,411,রোগা হয়ে গিয়েছো তো অনেক,neutral
409,412,সময় পেলে শ্রীমতীর খবর ফোন করে জানাবে,neutral
410,413,"এমনই বরষা ছিল সেদিন, শিয়রে প্রদীপ ছিল মলিন",neutral
411,414,হ্যাঁ আমি খুশি আমি বাঙ্গালী কিন্তু গর্বিত নই,neutral
412,415,প্রত্যেকেই নিজের মতো করে লড়াই করে,neutral
413,416,বাস্তব স্বপ্ন দেখায় না,neutral
414,417,লোকের কথায় কান দিও না,neutral
415,418,হয় জিতবে না হয় শিখবে,neutral
416,419,হাল ছেড়ো না বন্ধু,neutral
417,420,মানুষ বড়োই আজব,neutral
418,421,ট্রেন্ড এখন আর ফলো করি না,neutral
419,422,সেই সময় লিখেছিলাম,neutral
420,423,আসলে মাদার্স ডে বা মায়ের দিন বলে কিছু হয় না,neutral
421,424,প্রত্যেকটা দিনই তো মায়ের দিন,neutral
422,425,"যা আজকে অসম্ভব বলে মনে হচ্ছে, সেটাই কিছুদিন পরে সম্ভবের তালিকায় স্থান পায়",neutral
423,426,আপনি মানুষ চেনার চেষ্টা চালিয়ে যান,neutral
424,427, ভাল খারাপ সবকিছুই মিলিয়ে একটা মানুষ হয়,neutral
425,428,শুধু ভাল বা খারাপ একটা মানুষ কখনোই হয় না,neutral
426,429,ধীরে ধীরে ওষুধেই সেরে যাবে,neutral
427,430,জোর করে সত্যিই কি যার প্রাণ নেই তাকে বাঁচিয়ে রাখা যায়?,neutral
428,431,আমি ই কি একমাত্র যে এদের কাওকেই চিনি না,neutral
429,432,ব্যপারটা নিজেদের মধ্যে সর্ট করে নিলেই তো হয়,neutral
430,433,বললে অনেক কিছুই বলা যায়,neutral
431,434,নিজেদের ব্যাপার নিজেরা মেটানো ভাল,neutral
432,435,আরে জীবনের কিছুই শেষ হয়ে যায়নি,neutral
433,436,নতুন করে শুরু করো,neutral
434,437,এখন practice করতে করতে অনেক টাই আয়ত্তে এসেছে,neutral
435,438,আমারও আপনার মত সেম অবস্থা ছিল,neutral
436,439,লোকে আমায় বোকা পাগল এসব বলে,neutral
437,440,আমরা তো আবহাওয়ার অতিথি,neutral
438,441,মিশিগান স্টেট ইউনিভার্সিটির (এমএসইউ) গবেষকরা মূলত ২০১৪ সালে প্রথম সম্পূর্ণ স্বচ্ছ সৌর কনসেনট্রেটর তৈরি করেছিলেন।,neutral
439,442,ছবিটি দেখে ভারতের মনে হচ্ছে,neutral
440,443,সমগ্র মহাবিশ্ব একটি জীবন্ত জীব।,neutral
441,444,বৈশাখ মাসের ভোরবেলাতেও বিভিন্ন অঞ্চলে ঘন কুয়াশা দেখা যাচ্ছে,neutral
442,445,জলবায়ু পরিবর্তনের সাথে সাথে আরো যে কত কিছু পরিবর্তন হবে এগুলি গবেষণার ব্যাপার,neutral
443,446,হিউমিডিটি সকালে এরকম কুয়াশা পড়লে প্রচুর গরম ফিল হবে,neutral
444,447,অনেক বছর আগেই উনার কাজ দেখে এসেছি,neutral
445,448,দেখতে হবেতো বাড়ি তার কোন জেলায়,neutral
446,449,উনি এই দেশের মন্ত্রী তা এই ঘটনার পর চিনলাম,neutral
447,450,আমার এক বন্ধু রেলের বুকিং সহকারীতে জব করে,neutral
448,451,যাত্রীর বিস্তারিত পরিচয় প্রকাশ করা হোক,neutral
449,452,ফেরাউনের বংশ ধরেরা কেজির ওজনে বিক্রি করে সংসার জীবন চালায়,neutral
450,453,আগে BBC মানে সর্বোচ্চ কোয়ালিটি ভাবতাম,neutral
451,454,দাম এক আকাশ সমান উচ্চতায়,neutral
452,455,যুদ্ধ হচ্ছে রাশিয়া আর আমেরিকার মাঝে আর ভেনূ হচ্ছে ইউক্রেন,neutral
453,456,সব জায়গায় কমেডি করলে চলে না,neutral
454,457,বিবিসি এখন ব্যাক্তিগত আক্রমণ নিয়ে ব্যাস্ত,neutral
455,458,দিল্লির মৌসুম ভবন গতকাল জানিয়েছে যে ঝড়ের সম্ভাব্য গতি মুখ উড়িশা ও অন্ধ্র উপকূল,neutral
456,459,আগের বার ঝড় আসেনি তাই এই নাম দিয়েছে যেন এবার অন্তত আসতে ভুল না হয়,neutral
457,460,এই দেশে সবেই সম্ভব,neutral
458,461,এখন DNA টেস্ট করা সময়ের দাবি,neutral
459,462,ব্রিটিশরাই তো বর্তমান পৃথিবীতে তৈরি ৯০% সমস্যার পেছনে দায়ী,neutral
460,463,ইহুদিদের পরিকল্পনা অনুযায়ী বিশ্বযুদ্ধের মাধ্যমে বিশ্বের কাঠামো তাদের পক্ষে নেয়া হয়েছে,neutral
461,464,বর্তমানে আমেরিকা যা করছে একসময় ব্রিটিশরা তাই করত,neutral
462,465,এক সময় সব সম্রাজ্যের পতন হয়।,neutral
463,466,উসমানীয়দের প্রথম ভূল ছিলো প্রথম বিশ্বযুদ্ধে জড়িয়ে পরা,neutral
464,467,পূথিবীর কোন সম্রাজ্য টিকে থাকতে পারেনি,neutral
465,468,"পৃথীবিতে কারো ক্ষমতা চিরস্থায়ী হয় নাই,আর হবেও না",neutral
466,469,ইতিহাস পড়তে আসি নাই গড়তে আসছি বুঝলে,neutral
467,470,আমি আগে কমেন্ট করেছি,neutral
468,471,সংবাদদাতা নিরপেক্ষ হওয়া উচিৎ,neutral
469,472,আদার ব্যাপারী হয়ে জাহাজের খবর না রাখলেও চলবে,neutral
470,473,রোজ একি কথা,neutral
471,474,রাশিয়াকে ব্যস্ত রেখে অর্থনৈতিক ক্ষতি করে আমেরিকা সফল হলো ,neutral
472,475,সকল সম্ভাবনার এই দেশে সকল কিছুই সম্ভব,neutral
473,476,হতাশ হওয়ার কোনো কারণ নেই।,neutral
474,477,আগামীতে আমার ঘরে ঐরকম হবে মনে হচ্ছে,neutral
475,478,আমার একসাথে খাওয়ার অভ্যাস নাই,neutral
476,479,বড় বড় দেশে এই ধরনের ছোট ছোট দুই একটা ঘটনা হতেই পারে,neutral
477,480,বিতর্কের যৌক্তিক কারণ আছে যে,neutral
478,481,রাশিয়ার অনেক নাগরিক দুবাইতে চাকরি করে,neutral
479,482,কেউই কারো জন্য বসে থাকেনা,neutral
480,483,আমার কথাও একটু বলবেন,neutral
481,484,সেখানে মার্কিন সেনা ঘাঁটি,neutral
482,485,পৃথিবীর অনেক দেশই পারমানবিক শক্তিধর,neutral
483,486,একটি দেশের সব দেশের সাথে সম্পর্ক থাকতে হবে এমন তো কোন নিয়ম বা সংবিধান নেই,neutral
484,487,আমার মনে হয় কিছু ই হবেনা,neutral
485,488,ধোঁয়ায় ঢাকা চুলায় কাবাব বানাচ্ছেন কাশ্মীরের একজন খাবার বিক্রেতা,neutral
486,489,জন্মেছি নীরবে মৃত্যুবরণ করবোও নীরবে,neutral
487,490,আমিও জানতানা জে উনি একজন এমপি,neutral
488,491,সেদিকে আমাদের নজর নেই,neutral
489,492,মাদক দূরের কথা বিড়ি-সিগারেটও খাই না,neutral
490,493,কার্তিকের জন্য স্বেচ্ছায় আউট হতে চেয়েছিলেন ডু প্লেসি,neutral
491,494,ইউক্রেনে বিশেষ সামরিক অভিযান ছিল একমাত্র সঠিক সিদ্ধান্ত: পুতিন,neutral
492,495,বিশ্ববাজারে তেলের দাম বেড়েছে,neutral
493,496,আমি দেখছি,neutral
494,497,১৭০ টা কাজ করলেই তো যথেষ্ট,neutral
495,498,গতকাল দুই বন্ধু মিলে মালবাজার গিয়েছিলাম,neutral
496,499,ফেরার সময় বাসে উঠে সিটে বসলাম,neutral
497,500,মানুষের কত্ত রকমের স্বপ্ন থাকতে পারে রে ভাই,neutral
498,#positive,,
499,501,একটা ভালো খবর দেখলাম সারাদিনে,positive
500,502,উনি অসাধারণ প্রতিভাবান যন্ত্র শিল্পী,positive
501,503,এরাই দেশের রত্ন,positive
502,504,শ্রদ্বা ও ভালবাসা অবিরাম,positive
503,505,সাবাস এগিয়ে যান আমরা আছি আপনার সাথে,positive
504,506,এরাইতো দেশের প্রকৃত সুর্য সন্তান,positive
505,507,ভালোবাসা রইলো উনার জন্য,positive
506,508,তার অসাধারণ প্রতিভা,positive
507,509,স্যলুট জানাই অনাকে,positive
508,510,এ সব মানুষ আমার খুব প্রিয়,positive
509,511,ভাইয়ের জন্য শুভকামনা রহিল,positive
510,512,উনি খুব ভালো মানুষ,positive
511,513,ভারতের উন্নত মানের তরমুজের বীজ আজ বাংলাদেশের কৃষকের মুখে হাসি ফুটিয়েছে,positive
512,514,সুন্দর উপস্থাপনার জন্য বিবিসি বাংলাকে অসংখ্য ধন্যবাদ।,positive
513,515,সত্যিকারের সাহসী মানুষ,positive
514,516,ভগবান সবার মঙ্গল করুক,positive
515,517,শুভকামনা রইলো,positive
516,518,আমার কাছে বিষয়টি ভালো লেগেছে,positive
517,519,ভালো কাজ হয়েছে,positive
518,#negative,,
519,520,কিছু অমানুষের কারনেই আজ তার বদনাম,negative
520,521,মন্ত্রী সাজা পাওয়ার উপযুক্ত,negative
521,522,কেন মিথ্যা তথ্য দিয়ে জাতি কে বিভ্রান্ত করছিলেন,negative
522,523,টিকিট ছাড়া রেল ভ্রমনের অপরাধে তাদেরও শাস্তির আওতায় আনা হোক,negative
523,524,"এ এক অভিশপ্ত তরমুজ যা কৃষককে ঠকিয়ে,মধ্যস্বত্বভোগীদেরকে হাসিয়ে ভোক্তাদেরকে রীতিমতো কাঁদায়",negative
524,525,মানুষের ব্যক্তি স্বাধীনতার উপর হস্তক্ষেপের তীব্র নিন্দা জানাই,negative
525,526,পৃথিবীর সব পরাশক্তিই বিপদজনক,negative
526,527,তাদেরকে নিয়ন্ত্রণ করা কারো সাধ্য নাই,negative
527,528,পশ্চিমাদের জন্য ভয়াবহ,negative
528,529,বড়ই চিন্তার বিষয়,negative
